,Song,Artist,Genre,Composed,Release_year,Different albums,Covers,Rating
3032,Ain't No Sunshine,Horace Andy,Reggae,Bill Withers,1995,25,329,3.026315789473684
3033,You Are My Angel,Andwella's Dream,Reggae,Horace Andy,1990,13,0,2.9
3034,Love of a Woman,Horace Andy,Reggae,Horace Hinds,1985,12,0,3.1
3035,Money Money,Horace Andy,Reggae,Horace Hinds,1996,11,3,3.5
3036,Fever,Horace Andy,Reggae,Horace Hinds,1977,10,1,3.071428571428572
3037,Problems,Horace Andy,Reggae,Horace Hinds,1977,6,1,3.125
3038,Do You Love My Music,Horace Andy,Reggae,Horace Hinds,1977,5,0,3.8333333333333335
3039,Mr. Bassie,Horace Andy,Reggae,"Clement ""Coxsone"" Dodd",1998,4,0,2.5
3040,It Was a Good Day,Ice Cube,Rap,Ice Cube,1993,69,2,2.75
3041,Amerikkka's Most Wanted,Ice Cube,Rap,Ice Cube,1989,8,0,3.25
3042,Steady Mobbin',Ice Cube,Rap,Roger Ball,1991,3,0,3.1666666666666665
3043,Nigga Ya Love to Hate,Ice Cube,Rap,Ice Cube,1990,8,0,3.5
3044,We Be Clubbin',Ice Cube,Rap,Rick Cousin,1998,2,2,2.75
3045,Why We Thugs,Ice Cube,Rap,O'Shea Jackson,2006,1,0,3.0
3046,Real N***a Roll Call,Ice Cube ,Electronic,O'Shea Jackson,2004,1,0,3.5
3047,Wicked,Ice Cube,Rap,Ice Cube,1992,1,0,3.5
3048,You Know I'm a Ho,Ice Cube ,Rap,Jay Fletcher,1998,5,3,2.375
3049,I of IV,Pauline Oliveros,Avant-Garde,Pauline Oliveros,1967,2,0,3.0
3050,Roots of the Moment,Pauline Oliveros,Avant-Garde,Pauline Oliveros,1988,2,0,4.0
3051,"Tara's Room, multi-track recording",Pauline Oliveros,Avant-Garde,Pauline Oliveros,2004,1,0,2.5
3052,Bye bye butterfly,Pauline Oliveros,Avant-Garde,Pauline Oliveros,1997,3,1,4.0
3053,Woman sees How the World Goes With No Eyes,Pauline Oliveros,Avant-Garde,Pauline Oliveros,1992,2,0,3.25
3054,I Don't Believe You've Met My Baby,Louvin Brothers,Country,Autry Inman,1987,23,18,3.1785714285714284
3055,When I Stop Dreaming,Louvin Brothers,Country,Charlie Louvin,1960,17,35,3.5416666666666665
3056,My Baby's Gone,Louvin Brothers,Country,Hazel Houser,1960,19,31,3.615384615384616
3057,Cash on the Barrelhead,Louvin Brothers,Country,Charlie Louvin,1960,14,26,3.863636363636364
3058,Knoxville Girl,Louvin Brothers,Country,Traditional,1958,11,24,3.8333333333333335
3059,I Love You Best of All,Louvin Brothers,Country,Charlie Louvin,1964,11,1,3.083333333333333
3060,Plenty of Everything But You,Louvin Brothers,Country,Charlie Louvin,1960,8,1,3.8333333333333335
3061,Family Who Prays,Louvin Brothers,Country,Charlie Louvin,1981,10,5,3.5
3062,Great Atomic Power,Louvin Brothers,Country,Buddy Bain,1957,9,4,4.0
3063,Don't Laugh,Louvin Brothers,Country,"Revin ""Rebe"" Gosdin",1960,6,2,4.2
3064,While You're Cheating on Me,Louvin Brothers,Country,Charlie Louvin,1960,7,0,3.5
3065,Hoping That You're Hoping,Louvin Brothers,Country,Betty E. Harrison,1987,5,4,3.333333333333333
3066,Born Again,Louvin Brothers,Country,Charlie Louvin,1989,6,5,3.5
3067,Christian Life,Louvin Brothers,Religious,Charlie Louvin,1960,7,9,4.166666666666667
3068,"Let Her Go, God Bless Her",Louvin Brothers,Country,Traditional,1956,6,0,4.3
3069,Model,Kraftwerk,Pop/Rock,Karl Bartos,1994,11,12,2.5625
3070,Numbers,Kraftwerk,Avant-Garde,Karl Bartos,1981,4,2,3.0
3071,Trans Europe Express,Kraftwerk,Avant-Garde,Ralf Hütter,1991,8,4,2.9285714285714284
3072,Neon Lights,Kraftwerk,Avant-Garde,Karl Bartos,1978,7,7,3.375
3073,Pocket Calculator,Kraftwerk,Avant-Garde,Karl Bartos,1981,3,3,4.0
3074,Autobahn,Kraftwerk,Avant-Garde,Ralf Hütter,1974,2,0,3.5
3075,Showroom Dummies,Kraftwerk,Avant-Garde,Ralf Hütter,1977,9,4,3.583333333333333
3076,Robots,Kraftwerk,Avant-Garde,Karl Bartos,1991,5,7,3.6666666666666665
3077,Home Computer,Kraftwerk,Avant-Garde,Karl Bartos,1981,4,1,3.5
3078,Musique Non Stop,Kraftwerk,Avant-Garde,Karl Bartos,1983,2,0,2.5
3079,Trans-Europe Express,Kraftwerk,Avant-Garde,Ralf Hütter,1977,2,0,3.25
3080,Computer World,Kraftwerk,Avant-Garde,Karl Bartos,1981,3,3,4.0
3081,Man Machine,Kraftwerk,Avant-Garde,Karl Bartos,1978,4,2,3.75
3082,Spacelab,Kraftwerk,Avant-Garde,Karl Bartos,1978,6,0,3.625
3083,Tour de France,Kraftwerk,Pop/Rock,Karl Bartos,1999,1,0,3.5
3084,Music Non Stop,Kraftwerk,Pop/Rock,Karl Bartos,1991,2,0,2.5
3085,Europe Endless,Kraftwerk,Avant-Garde,Ralf Hütter,1977,4,0,4.0
3086,Surrender,Peter Kater ,Laid-Back/Mellow,Peter Kater,1992,5,0,3.375
3087,Shaman's Call,R. Carlos Nakai,New Age,R. Carlos Nakai,1987,4,1,3.6666666666666665
3088,Daybreak Vision,R. Carlos Nakai,International,R. Carlos Nakai,1989,4,1,3.1666666666666665
3089,West,Peter Kater ,New Age,Peter Kater,1990,3,1,3.25
3090,Inner Voices,R. Carlos Nakai,New Age,R. Carlos Nakai,1997,3,0,3.5
3091,Anasazi Visions,R. Carlos Nakai,International,R. Carlos Nakai,1987,3,0,2.75
3092,Flight Song,Peter Kater ,New Age,Peter Kater,1993,3,0,3.75
3093,Whippoorwill,R. Carlos Nakai,International,R. Carlos Nakai,1983,3,0,3.1666666666666665
3094,Cleft in the Sky,R. Carlos Nakai,New Age,R. Carlos Nakai,1989,3,0,3.75
3095,Earth,Peter Kater ,New Age,Peter Kater,1990,2,0,3.5
3096,Canyon Reverie,R. Carlos Nakai,New Age,R. Carlos Nakai,1987,2,0,3.75
3097,East,Peter Kater ,New Age,Peter Kater,1990,1,0,3.5
3098,Transformation,Peter Kater,New Age,Peter Kater,1992,2,0,3.75
3099,Ancient Ground,R. Carlos Nakai,International,R. Carlos Nakai,1989,2,0,3.75
3100,Essence,Peter Kater ,New Age,Peter Kater,1994,2,0,3.0
3101,I Still Believe in You,Vince Gill,Country,Vince Gill,1992,22,9,3.071428571428572
3102,When I Call Your Name,Vince Gill,Country,Tim DuBois,1989,20,6,2.833333333333333
3103,Go Rest High On That Mountain,Vince Gill,Religious,Vince Gill,1994,23,39,2.7857142857142856
3104,Don't Let Our Love Start Slippin' Away,Vince Gill,Country,Vince Gill,1992,17,3,3.125
3105,Oklahoma Borderline,Vince Gill,Country,Guy Clark,1984,16,1,2.4615384615384617
3106,When Love Finds You,Vince Gill,Country,Vince Gill,1994,6,2,2.833333333333333
3107,One More Last Chance,Vince Gill,Country,Vince Gill,1992,15,6,2.642857142857143
3108,High Lonesome Sound,Vince Gill,Country,Vince Gill,1996,5,5,2.8
3109,Cinderella,Vince Gill,Country,Reed Nielsen,1987,18,0,2.25
3110,Next Big Thing,Vince Gill,Country,Al Anderson,2003,2,2,3.0
3111,Everybody's Sweetheart,Vince Gill,Country,Vince Gill,1987,11,0,2.6
3112,Whenever You Come Around,Vince Gill,Country,Vince Gill,1994,11,10,2.7
3113,Pretty Little Adriana,Vince Gill,Country,Vince Gill,1996,4,4,2.5
3114,Pocket Full of Gold,Vince Gill,Country,Brian Allsmiller,1991,9,2,2.5
3115,Never Knew Lonely,Vince Gill,Country,Vince Gill,1989,9,3,3.0
3116,Turn Me Loose,Vince Gill,Country,Vince Gill,1989,9,1,2.7142857142857144
3117,Worlds Apart,Vince Gill,Country,Bob DiPiero,1996,2,2,2.25
3118,Look at Us,Vince Gill,Country,Max D. Barnes,1991,7,3,2.833333333333333
3119,What the Cowgirls Do,Vince Gill,Country,Vince Gill,1994,10,3,2.1666666666666665
3120,If You Ever Have Forever in Mind,Lisa Cochran ,Country,Vince Gill,1998,1,2,4.0
3121,Radio,Vince Gill,Country,Vince Gill,1987,7,0,2.833333333333333
3122,I Never Knew Lonely,Vince Gill,Country,Vince Gill,1989,11,0,2.6666666666666665
3123,Victim of Life's Circumstances,Vince Gill,Country,Delbert McClinton,1989,7,7,2.9166666666666665
3124,I Pickle They,Jerky Boys,Comedy/Spoken,The Jerky Boys,1999,1,0,2.0
3125,Original Sufferhead,Fela Kuti,International,Fela Kuti,1981,6,0,4.0
3126,Lady,Fela Kuti,International,Fela Kuti,1972,7,5,3.4285714285714284
3127,Sorrow Tears and Blood,Fela Kuti,International,Fela Kuti,1982,6,4,4.0
3128,Shakara,Fela Kuti,International,Fela Kuti,1972,6,3,3.7
3129,Trouble Sleep Yanga Wake Am,Fela Kuti,International,Fela Kuti,1972,5,3,3.625
3130,Roforofo Fight,Fela Kuti,International,Fela Kuti,2000,5,4,4.25
3131,Witchcraft,Fela Kuti,International,Fela Kuti,1969,4,0,3.333333333333333
3132,Gentleman,Fela Kuti,International,Fela Kuti,1973,4,5,4.0
3133,Water No Get Enemy,Fela Kuti,International,Fela Kuti,1975,4,7,4.166666666666667
3134,Expensive Shit,Fela Kuti,International,Fela Kuti,1975,4,6,3.875
3135,Everything Scatter,Fela Kuti ,Energetic,Fela Kuti,1977,4,3,3.75
3136,Lover,Fela Kuti,International,Fela Kuti,1969,3,2,3.333333333333333
3137,Funky Horn,Fela Kuti,International,Fela Kuti,1969,3,0,3.333333333333333
3138,My Lady Frustration,Fela Kuti,Jazz,Fela Kuti,1969,3,1,3.333333333333333
3139,Army Arrangement,Fela Kuti,International,Fela Kuti,1981,2,3,2.5
3140,Mambo No. 5,Pérez Prado,Latin,Pérez Prado,1951,90,61,2.976744186046512
3141,Patricia,Pérez Prado,Jazz,Pérez Prado,1956,78,67,2.865853658536585
3142,Mambo No. 8,Pérez Prado,Latin,Pérez Prado,1951,66,28,2.9571428571428573
3143,Que Rico el Mambo,Pérez Prado,Jazz,Pérez Prado,1956,67,25,2.9827586206896552
3144,Mambo del Ruletero,Pérez Prado,Latin,Pérez Prado,1960,39,4,3.055555555555556
3145,La Chula Linda,Pérez Prado,Latin,Pérez Prado,1959,35,4,3.090909090909091
3146,Caballo Negro,Pérez Prado,Latin,Pérez Prado,1959,35,15,3.0
3147,Mambo en Sax,Pérez Prado,Latin,Pérez Prado,1955,31,9,3.083333333333333
3148,Mambo del Politecnico,Pérez Prado,Jazz,Pérez Prado,1982,31,4,3.1818181818181817
3149,Silbando Mambo,Pérez Prado,Latin,Pérez Prado,1956,24,5,3.125
3150,La Niña Popof,Pérez Prado,Happy,Pérez Prado,1990,26,7,2.5454545454545454
3151,Mambo Universitario,Pérez Prado,Uplifting,Pérez Prado,1959,24,4,2.875
3152,Norma la de Guadalajara,Pérez Prado,Jazz,Pérez Prado,1956,23,8,3.125
3153,Cerezo Rosa,Pérez Prado,Latin,Pérez Prado,1960,15,5,2.4285714285714284
3154,Pedro Navaja,Rubén Blades ,Latin,Rubén Blades,1978,153,26,3.4375
3155,Plástico,Rubén Blades ,Latin,Rubén Blades,1978,97,7,3.625
3156,Sin Tu Cariño,Rubén Blades,Latin,Rubén Blades,1966,44,6,3.25
3157,Plantación Adentro,Rubén Blades ,Latin,C. Alonso Curet,1977,43,1,3.3
3158,Pablo Pueblo,Rubén Blades ,Latin,Rubén Blades,1977,24,8,3.7142857142857135
3159,Siembra,Rubén Blades ,Latin,Rubén Blades,1978,19,5,3.5
3160,Camaleón,Rubén Blades,Rousing,Rubén Blades,1991,13,2,2.857142857142857
3161,Paula C,Rubén Blades,Latin,Rubén Blades,1966,10,7,3.2142857142857144
3162,Buscando Guayaba,Rubén Blades ,Latin,Rubén Blades,1978,9,3,3.4
3163,La Maleta,Rubén Blades ,Latin,Rubén Blades,1977,7,1,4.0
3164,Ligia Elena,Rubén Blades ,Celebratory,Rubén Blades,1978,11,8,3.4
3165,Segun el Color,Rubén Blades ,Latin,Felix Hernandez,1977,10,0,4.0
3166,Lluvia de Tu Cielo,Rubén Blades ,Latin,Johnny Ortiz,1977,10,0,3.25
3167,Maestra Vida,Rubén Blades,Exuberant,Rubén Blades,1980,6,1,3.625
3168,Juan Pachanga,Rubén Blades,Happy,Rubén Blades,1971,6,2,3.5
3169,Pueblo,Rubén Blades ,Latin,Rubén Blades,1977,9,0,4.0
3170,Me Recordaras,Rubén Blades ,International,Frank Domínguez,1977,5,9,3.8333333333333335
3171,Ojos de Perro Azul,Rubén Blades,Latin,Rubén Blades,1986,4,0,3.25
3172,Buscando America,Rubén Blades,Latin,Rubén Blades,1990,4,4,2.75
3173,No Charge,Shirley Caesar,Religious,Harlan Howard,1991,21,10,3.083333333333333
3174,Sailin' on the Sea of Your Love,Shirley Caesar ,Religious,Ken Harding,1984,2,1,4.25
3175,Don't Drive Your Mama Away,Shirley Caesar,Religious,Shirley Caesar,1992,12,0,3.0
3176,My Testimony,Shirley Caesar,Religious,Shirley Caesar,1994,11,0,3.1
3177,Soul Salvation,Shirley Caesar,Religious,Traditional,1992,7,2,2.833333333333333
3178,Golden Gate Gospel Train,Golden Gate Quartet,Religious,Traditional,1992,28,2,3.676470588235294
3179,Rock My Soul,Golden Gate Quartet,Religious,Traditional,1992,25,4,3.46875
3180,Noah,Golden Gate Quartet,Religious,Traditional,1992,17,5,3.9
3181,"Swing Down, Chariot",Golden Gate Quartet,Religious,Traditional,1991,20,29,3.3181818181818183
3182,Gabriel Blows His Horn,Golden Gate Quartet,Religious,Traditional,1992,17,0,3.590909090909091
3183,Travelin' Shoes,Golden Gate Quartet,Religious,Traditional,1992,15,9,3.75
3184,I'm a Pilgrim,Golden Gate Quartet,Religious,Traditional,1992,11,6,3.928571428571429
3185,Preacher and the Bear,Golden Gate Quartet,Mischief,Traditional,1992,16,10,3.6666666666666665
3186,Hush!,Golden Gate Quartet,Religious,Golden Gate Quartet,1991,9,2,3.125
3187,Gospel Train,Golden Gate Quartet,Religious,Traditional,1967,9,24,3.5
3188,Move on Up,Curtis Mayfield,R&B,Curtis Mayfield,1970,107,40,3.125
3189,Superfly,Curtis Mayfield,Stage & Screen,Curtis Mayfield,1971,93,11,2.9785714285714286
3190,Freddie's Dead,Curtis Mayfield,R&B,Curtis Mayfield,1972,68,12,3.149122807017544
3191,Pusherman,Curtis Mayfield,R&B,Curtis Mayfield,1972,40,13,3.096774193548387
3192,So in Love,Curtis Mayfield,In Love,Curtis Mayfield,1975,29,5,2.98
3193,Future Shock,Curtis Mayfield,R&B,Curtis Mayfield,1973,25,6,3.0
3194,Tripping Out,Curtis Mayfield,Seduction,Bunny Sigler,1980,24,1,3.238095238095238
3195,"(Don't Worry) If There's a Hell Below, We're All Going to Go",Curtis Mayfield,R&B,Curtis Mayfield,1987,22,2,2.977272727272727
3196,Do Do Wap Is Strong in Here,Curtis Mayfield,R&B,Curtis Mayfield,1977,17,1,2.911764705882353
3197,Give Me Your Love,Curtis Mayfield,R&B,Curtis Mayfield,1972,21,19,3.210526315789474
3198,You're So Good to Me,Curtis Mayfield,R&B,Gil Askey,1979,16,0,2.875
3199,If I Were Only a Child Again,Curtis Mayfield,Electronic,Curtis Mayfield,1973,14,0,3.0384615384615383
3200,Do It All Night,Curtis Mayfield,Electronic,Gil Askey,1978,14,0,2.769230769230769
3201,Beautiful Brother of Mine,Curtis Mayfield,R&B,Curtis Mayfield,1971,13,1,3.45
3202,Billy Jack,Curtis Mayfield,Sentimental,Curtis Mayfield,1975,16,2,3.076923076923077
3203,"You Are, You Are",Curtis Mayfield,Electronic,Curtis Mayfield,1978,15,2,2.9642857142857144
3204,Amandrai,Ali Farka Touré,International,Ali Farka Touré,1988,5,1,3.5
3205,Ai Du,Ali Farka Touré,International,Ali Farka Touré,1994,3,3,2.5
3206,Timbarma,Ali Farka Touré,International,Ali Farka Touré,1988,3,0,4.166666666666667
3207,Ali's Here,Ali Farka Touré,International,Ali Farka Touré,1999,3,0,3.5
3208,Heygana,Ali Farka Touré,International,Ali Farka Touré,1990,3,0,3.8333333333333335
3209,Soukora,Ali Farka Touré,International,Ali Farka Touré,1994,3,2,2.833333333333333
3210,Mali Dje,Ali Farka Touré,International,Ali Farka Touré,1999,6,0,3.1666666666666665
3211,Gomni,Toumani Diabaté ,International,Ali Farka Touré,2005,1,2,4.0
3212,Debe,Toumani Diabaté ,International,Traditional,2005,1,1,4.0
3213,Saukare,Ali Farka Touré,International,Ali Farka Touré,1999,1,0,3.5
3214,Instumental,Ali Farka Touré,International,Ali Farka Touré,1999,1,0,3.5
3215,Karaw,Ali Farka Touré,International,Ali Farka Touré,1991,4,1,3.25
3216,Diaraby,Ry Cooder ,International,Traditional,1998,3,2,2.5
3217,Ai Ga Bani,Toumani Diabaté ,International,Ali Farka Touré,2005,3,0,3.75
3218,Stormy Monday,Joe Carter,Blues,T-Bone Walker,1936,51,161,2.9696969696969697
3219,T-Bone Shuffle,T-Bone Walker,Blues,T-Bone Walker,1980,28,29,3.411764705882353
3220,Mean Old World,T-Bone Walker,Blues,T-Bone Walker,1929,26,17,3.0
3221,I'm Still in Love With You,T-Bone Walker,Blues,T-Bone Walker,1974,21,8,3.2142857142857144
3222,T-Bone Blues,T-Bone Walker,Blues,Les Hite,1929,19,5,3.9166666666666665
3223,"Cold, Cold Feeling",T-Bone Walker,Blues,Jessie Mae Robinson,1969,18,32,3.1923076923076925
3224,You Don't Love Me,T-Bone Walker,Blues,T-Bone Walker,1929,17,1,3.0
3225,Tell Me What's the Reason,T-Bone Walker,Blues,Florence Cadrez,1975,16,10,3.5
3226,Midnight Blues,T-Bone Walker,Blues,John Henry,1986,15,0,3.25
3227,West Side Baby,T-Bone Walker,Blues,Dallas Bartley,1995,14,3,3.208333333333333
3228,Evil Hearted Woman,T-Bone Walker,Blues,Bernice Carter,1975,13,0,3.0625
3229,Harlem Nocturne,Esquivel,Easy Listening,Earle H. Hagen,1994,6,235,3.875
3230,Sentimental Journey,Esquivel,Easy Listening,Les Brown,1994,5,223,3.8
3231,Mucha Muchacha,Esquivel,Easy Listening,Esquivel,1962,4,2,3.25
3232,Mini Skirt,Esquivel,Happy,Esquivel,1968,3,4,3.0
3233,La Paloma,Esquivel,Latin,Sebastián Yradier,1962,2,282,3.75
3234,Malagueña,Esquivel,Aggressive,Ernesto Lecuona,1995,2,184,3.75
3235,Lazy Bones,Esquivel,Easy Listening,Hoagy Carmichael,1994,2,100,4.0
3236,Whatchamacallit,Esquivel,Easy Listening,Joyce Esquivel,1994,1,0,4.5
3237,Question Mark,Esquivel,Easy Listening,Esquivel,2003,1,0,3.0
3238,Snowfall,Esquivel,Happy,Claude Thornhill,1962,1,0,3.5
3239,Question Mark (What Can You Do),Esquivel,Easy Listening,Esquivel,1995,1,0,4.0
3240,Cachita,Esquivel,Happy,Rafael Hernández,1995,1,1,4.0
3241,Teardrops from My Eyes,Ruth Brown,Blues,Rudy Toombs,1984,40,43,3.4347826086956523
3242,5-10-15 Hours,Ruth Brown,R&B,Rudy Toombs,1984,35,9,3.388888888888889
3243,Lucky Lips,Ruth Brown,R&B,Jerry Leiber,1957,30,10,3.4615384615384617
3244,Daddy Daddy,Ruth Brown,R&B,Rudy Toombs,1984,25,5,3.576923076923077
3245,So Long,Ruth Brown,Blues,Remus Harris,1990,19,36,3.375
3246,I Don't Know,Ruth Brown,R&B,Brook Benton,1959,13,11,3.4444444444444446
3247,Oh What a Dream,Ruth Brown,R&B,Chuck Willis,1984,15,6,3.5
3248,This Little Girl's Gone Rockin',Ruth Brown,Pop/Rock,Manny Curtis,1958,10,4,3.625
3249,I'll Wait for You,Ruth Brown,Blues,Rudy Toombs,1990,17,2,3.1
3250,"Wild, Wild Young Men",Ruth Brown,R&B,Ahmet Ertegun,1984,14,2,3.6818181818181817
3251,I Can See Everybody's Baby,Ruth Brown,R&B,Leroy Kirkland,1959,8,1,3.583333333333333
3252,R.B. Blues,Ruth Brown,R&B,Ruth Brown,1986,9,1,3.25
3253,Humble and Kind,Tim McGraw,Country,Lori McKenna,2015,24,6,3.0
3254,Live Like You Were Dying,Tim McGraw,Country,Tim Nichols,2004,16,8,3.15
3255,Please Remember Me,Tim McGraw,Country,Rodney Crowell,2000,13,14,2.888888888888889
3256,Let's Make Love,Faith Hill,Country,Marvin Green,1999,2,2,4.0
3257,Something Like That,Tim McGraw,Country,Rick Ferrell,2000,20,5,3.7
3258,Everywhere,Tim McGraw,Country,Mike Reid,1997,9,0,3.071428571428572
3259,She Never Lets It Go to Her Heart,Tim McGraw,Country,Tom Shapiro,1995,9,2,3.1875
3260,Unbroken,Tim McGraw,Country,Holly Lamar,2001,9,1,3.0
3261,For a Little While,Tim McGraw,Country,Steve Mandile,1997,8,1,3.25
3262,Can't Be Really Gone,Tim McGraw,Country,Gary Burr,1995,8,1,3.0
3263,It's Your Love,Tim McGraw,Country,Stephony Smith,1997,8,19,3.0
3264,Do You Want Fries with That,Tim McGraw,Country,Casey Beathard,2004,7,0,3.1666666666666665
3265,Cowboy in Me,Tim McGraw,Country,Al Anderson,2001,6,0,3.4
3266,Flying Home,Lionel Hampton,Blues,Benny Goodman,1954,62,153,2.45945945945946
3267,On the Sunny Side of the Street,Lionel Hampton,Jazz,Dorothy Fields,1934,39,591,2.6666666666666665
3268,Hamp's Boogie Woogie,Lionel Hampton,Jazz,Milt Buckner,1954,18,18,3.0384615384615383
3269,Ring Dem Bells,Lionel Hampton,Jazz,Duke Ellington,1934,27,43,2.833333333333333
3270,Hey! Ba-Ba-Re-Bop,Lionel Hampton,Blues,Curley Hamner,1954,22,20,3.090909090909091
3271,Jivin' the Vibes,Lionel Hampton,Jazz,Lionel Hampton,1958,23,2,2.5454545454545454
3272,Stompology,Lionel Hampton,Jazz,Lionel Hampton,1977,20,2,2.85
3273,It Don't Mean a Thing (If It Ain't Got That Swing),Lionel Hampton,Jazz,Duke Ellington,1934,19,445,3.0
3274,After You've Gone,Lionel Hampton,Jazz,Henry Creamer,1934,23,581,2.3
3275,Hot Mallets,Lionel Hampton,Jazz,Lionel Hampton,1977,18,10,3.111111111111111
3276,How High the Moon,Lionel Hampton,Jazz,Nancy Hamilton,1953,14,469,3.0
3277,No Matter What,Boyzone,Pop/Rock,Andrew Lloyd Webber,1998,46,31,2.4047619047619047
3278,As If We Never Said Goodbye,Barbra Streisand,Vocal,Don Black,1993,9,43,3.571428571428572
3279,Whistle Down the Wind,Tina Arena,Pop/Rock,Andrew Lloyd Webber,1997,3,12,2.833333333333333
3280,Any Dream Will Do,Andrew Lloyd Webber,Stage & Screen,Andrew Lloyd Webber,1994,5,56,1.375
3281,Wishing You Were Somehow Here Again,Andrew Lloyd Webber,Laid-Back/Mellow,Charles Hart,1996,6,53,1.5
3282,Don't Cry for Me Argentina,Andrew Lloyd Webber,Stage & Screen,Andrew Lloyd Webber,1994,6,166,1.625
3283,Night They Drove Old Dixie Down,Joan Baez,Folk,Robbie Robertson,1970,42,62,3.0
3284,Diamonds and Rust,Joan Baez,Folk,Joan Baez,1975,39,18,3.1
3285,There but for Fortune,Joan Baez,Folk,Phil Ochs,1964,17,19,2.90625
3286,Love Is Just a Four-Letter Word,Joan Baez,Folk,Bob Dylan,1970,16,6,3.142857142857143
3287,"Farewell, Angelina",Joan Baez,Folk,Bob Dylan,1965,12,17,3.25
3288,Love Song to a Stranger,Joan Baez,In Love,Joan Baez,1970,11,2,3.2222222222222223
3289,In the Quiet Morning,Joan Baez,Folk,Mimi Fariña,1972,8,3,3.142857142857143
3290,Forever Young,Joan Baez,Sentimental,Bob Dylan,1970,9,101,3.25
3291,We Shall Overcome,Joan Baez,Folk,Guy Carawan,1963,5,31,3.1666666666666665
3292,Sweet Sir Galahad,Joan Baez,Folk,Joan Baez,1970,4,3,3.375
3293,Children and All That Jazz,Joan Baez,Pop/Rock,Joan Baez,1970,9,0,3.5
3294,I Shall Be Released,Joan Baez,Pop/Rock,Bob Dylan,1971,7,163,3.071428571428572
3295,Long Black Veil,Joan Baez,Folk,Danny Dill,1963,7,131,2.9285714285714284
3296,Please Come to Boston,Joan Baez,Sentimental,Dave Loggins,1970,8,30,3.5
3297,Never Dreamed You'd Leave in Summer,Joan Baez,Pop/Rock,Stevie Wonder,1970,9,12,3.642857142857143
3298,Simple Twist of Fate,Joan Baez,Folk,Bob Dylan,1970,9,33,3.642857142857143
3299,House of the Rising Sun,Joan Baez,Folk,Traditional,1960,9,189,3.3
3300,Prison Trilogy (Billy Rose),Joan Baez,Yearning,Joan Baez,1970,8,1,3.4166666666666665
3301,Black Mountain Rag,Doc Watson,Country,Traditional,1964,12,99,3.3
3302,Tennessee Stud,Doc Watson,Country,Jimmie Driftwood,1966,6,39,3.8
3303,Omie Wise,Doc Watson,Country,Traditional,1964,5,19,3.9
3304,Country Blues,Doc Watson,Country,Dock Boggs,1964,5,10,3.5
3305,Train That Carried My Girl From Town,Doc Watson,Country,Traditional,1963,5,12,3.25
3306,Grandfather's Clock,Doc Watson,Country,Traditional,1964,5,31,3.4
3307,Sitting on Top of the World,Doc Watson,Country,Lonnie Chatmon,1964,5,119,4.0
3308,Little Sadie,Doc Watson,Country,Traditional,1995,5,44,3.625
3309,Coo-Coo Bird,Clarence Ashley ,International,Traditional,1963,4,13,3.125
